combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0788,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/cloud-platform; ,1,4,1,1,2,2,0,critical
SC-0789,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/bigquery.insertdata; ,0,4,0,0,2,2,0,high
SC-0790,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/adsense.readonly; ,1,4,1,0,2,2,0,high
SC-0791,Strategy E: Plausable Cross Scope Combinations,"service: Docs, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/documents.readonly; email; ,0,4,0,0,2,2,0,medium
SC-0792,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/script.projects; ,1,4,1,0,2,2,0,high
SC-0793,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/firebase.readonly; ,1,4,1,0,2,2,0,high
SC-0794,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/youtube.upload; ,1,4,1,0,2,2,0,high
SC-0795,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Slides, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/presentations; ,0,4,0,0,2,2,0,high
SC-0796,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/forms.currentonly; ,1,4,1,0,2,2,0,high
SC-0797,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/classroom.courses; ,1,4,1,0,2,2,0,high
SC-0798,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/calendar.events.owned.readonly; ,1,4,1,0,2,2,0,high
SC-0799,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/tasks; ,1,4,1,0,2,2,0,high
SC-0800,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/cloud-platform.read-only; ,1,4,1,0,2,2,0,high
SC-0801,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/bigquery; ,1,4,1,0,2,2,0,high
SC-0802,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/compute.readonly; ,0,4,0,0,2,2,0,high
SC-0803,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/adsense; ,1,4,1,0,2,2,0,high
SC-0804,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/analytics.manage.users; ,1,4,1,0,2,2,0,critical
SC-0805,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/devstorage.read_write; ,0,4,0,0,2,2,0,high
SC-0806,Strategy E: Plausable Cross Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/userinfo.profile; ,0,4,0,0,2,2,0,medium
SC-0807,Strategy E: Plausable Cross Scope Combinations,"service: Groups, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/groups; https://www.googleapis.com/auth/script.deployments; ,1,3,1,0,2,2,0,high
SC-0808,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/firebase; ,0,3,0,0,2,2,0,high
SC-0809,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/youtube.readonly; ,0,3,0,0,2,2,0,high
SC-0810,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/classroom.rosters; ,1,3,1,1,2,2,0,high
SC-0811,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/calendar; ,1,3,1,0,2,2,0,high
SC-0812,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/tasks.readonly; ,0,3,0,0,2,2,0,medium
SC-0813,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/cloud-platform.read-only; ,0,3,0,0,2,2,0,high
SC-0814,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/bigquery.insertdata; ,0,3,0,0,2,2,0,high
SC-0815,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/compute; ,0,3,0,0,2,2,0,high
SC-0816,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Blogger, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/blogger.readonly; ,1,3,1,0,2,2,0,high
SC-0817,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/adsense.readonly; ,0,3,0,0,2,2,0,high
SC-0818,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/analytics.edit; ,0,3,0,0,2,2,0,high
SC-0819,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/devstorage.read_write; ,1,3,1,0,2,2,0,high
SC-0820,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/youtubepartner; ,1,3,1,0,2,2,0,high
SC-0821,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/forms; ,0,3,0,0,2,2,0,high
SC-0822,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/cloud-platform; ,0,3,0,1,2,2,0,critical
SC-0823,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/bigquery; ,0,3,0,0,2,2,0,high
SC-0824,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/compute.readonly; ,1,3,1,0,2,2,0,high
SC-0825,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/adsense.readonly; ,0,3,0,0,2,2,0,high
SC-0826,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/analytics.manage.users; ,0,3,0,0,2,2,0,critical
SC-0827,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/devstorage.read_write; ,0,3,0,0,2,2,0,high
SC-0828,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/userinfo.profile; ,1,3,1,0,2,2,0,high
SC-0829,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/youtube.force-ssl; https://www.googleapis.com/auth/calendar.events.public.readonly; ,1,3,1,0,2,2,0,high
SC-0830,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/youtubepartner; https://www.googleapis.com/auth/tasks.readonly; ,0,3,0,0,2,2,0,high
SC-0831,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/youtubepartner; https://www.googleapis.com/auth/cloud-platform; ,0,3,0,1,2,2,0,critical
SC-0832,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: write, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/adsense; ,0,3,0,0,2,2,0,high
SC-0833,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/youtubepartner; email; ,0,3,0,0,2,2,0,high
SC-0834,Strategy E: Plausable Cross Scope Combinations,"service: Slides, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/classroom.profile.emails; ,0,3,0,1,2,2,0,medium
SC-0835,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/classroom.coursework.students; ,0,3,0,0,2,2,0,high
SC-0836,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/cloud-platform; ,0,3,0,1,2,2,0,critical
SC-0837,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: read_write, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/forms.currentonly; https://www.googleapis.com/auth/bigquery.insertdata; ,1,3,1,0,2,2,0,high
SC-0838,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/forms.body; openid; ,1,3,1,0,2,2,0,high
SC-0839,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/calendar.calendarlist; ,1,3,1,0,2,2,0,high
SC-0840,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/tasks; ,0,3,0,0,2,2,0,high
SC-0841,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/cloud-platform; ,0,3,0,1,2,2,0,critical
SC-0842,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.profile.emails; email; ,1,3,1,1,2,2,0,high
SC-0843,Strategy E: Plausable Cross Scope Combinations,"service: Calendar, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.public.readonly; https://www.googleapis.com/auth/tasks.readonly; ,0,3,0,0,2,2,0,medium
SC-0844,Strategy E: Plausable Cross Scope Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/userinfo.profile; ,1,3,1,0,2,2,0,high
SC-0845,Strategy E: Plausable Cross Scope Combinations,"service: Tasks, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/tasks; profile; ,1,3,1,0,2,2,0,high
SC-0846,Strategy E: Plausable Cross Scope Combinations,"service: Cloud, access_type: full_access, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/cloud-platform; https://www.googleapis.com/auth/bigquery.insertdata; ,1,3,1,1,2,2,0,critical
SC-0847,Strategy E: Plausable Cross Scope Combinations,"service: Cloud, access_type: full_access, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/cloud-platform; https://www.googleapis.com/auth/adsense.readonly; ,0,3,0,1,2,2,0,critical
SC-0848,Strategy E: Plausable Cross Scope Combinations,"service: Cloud, access_type: read, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/cloud-platform.read-only; https://www.googleapis.com/auth/analytics.manage.users; ,0,3,0,0,2,2,0,critical
SC-0849,Strategy E: Plausable Cross Scope Combinations,"service: Cloud, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/cloud-platform; https://www.googleapis.com/auth/devstorage.read_write; ,0,3,0,1,2,2,0,critical
SC-0850,Strategy E: Plausable Cross Scope Combinations,"service: Cloud, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/cloud-platform.read-only; openid; ,1,3,1,0,2,2,0,high
SC-0851,Strategy E: Plausable Cross Scope Combinations,"service: BigQuery, access_type: write, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/compute.readonly; ,1,3,1,0,2,2,0,high
SC-0852,Strategy E: Plausable Cross Scope Combinations,"service: BigQuery, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/adsense.readonly; ,1,3,1,0,2,2,0,high
SC-0853,Strategy E: Plausable Cross Scope Combinations,"service: BigQuery, access_type: write, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/analytics.readonly; ,0,3,0,0,2,2,0,high
SC-0854,Strategy E: Plausable Cross Scope Combinations,"service: BigQuery, access_type: write, google_classification: sensitive; service: Cloud Storage, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery.insertdata; https://www.googleapis.com/auth/devstorage.read_only; ,1,3,1,0,2,2,0,high
SC-0855,Strategy E: Plausable Cross Scope Combinations,"service: Compute, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/devstorage.full_control; ,1,3,1,0,2,2,0,high
SC-0856,Strategy E: Plausable Cross Scope Combinations,"service: Blogger, access_type: read, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/blogger.readonly; https://www.googleapis.com/auth/analytics.readonly; ,1,2,1,0,2,2,0,high
SC-0857,Strategy E: Plausable Cross Scope Combinations,"service: Blogger, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/blogger; profile; ,0,2,0,0,2,2,0,high
SC-0858,Strategy E: Plausable Cross Scope Combinations,"service: AdSense, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/analytics.manage.users; ,0,2,0,0,2,2,0,critical
SC-0859,Strategy E: Plausable Cross Scope Combinations,"service: AdSense, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/adsense; https://www.googleapis.com/auth/devstorage.full_control; ,0,2,0,0,2,2,0,high
SC-0860,Strategy E: Plausable Cross Scope Combinations,"service: AdSense, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/adsense.readonly; email; ,1,2,1,0,2,2,0,low
SC-0861,Strategy E: Plausable Cross Scope Combinations,"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/analytics.manage.users; ,0,2,0,0,2,2,0,critical
SC-0862,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; service: Keep, access_type: read, google_classification: restricted; service: Forms, access_type: read_write, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/gmail.insert; https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/documents.readonly; ,1,5,1,0,5,5,1,critical
SC-0863,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: sensitive; service: Cloud Storage, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: read, google_classification: sensitive; service: Gmail, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/drive.activity; https://www.googleapis.com/auth/devstorage.read_only; https://www.googleapis.com/auth/gmail.metadata; https://www.googleapis.com/auth/gmail.labels; ,1,5,1,0,5,4,0,high
SC-0864,Strategy F: Randomly Generated Scope Combinations,"service: Sheets, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.insert; ,1,5,1,1,3,3,0,high
SC-0865,Strategy F: Randomly Generated Scope Combinations,"service: Cloud Storage, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/devstorage.full_control; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/gmail.addons.current.action.compose; ,1,5,1,0,5,5,0,high
SC-0866,Strategy F: Randomly Generated Scope Combinations,"service: Cloud Storage, access_type: read, google_classification: non_sensitive; service: Photos, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/devstorage.read_only; https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/calendar.readonly; email; ,0,4,0,0,5,5,0,high
SC-0867,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.activity.readonly; https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/calendar; ,0,5,0,1,3,3,0,critical
SC-0868,Strategy F: Randomly Generated Scope Combinations,"service: Tasks, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Analytics, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/calendar.calendars.readonly; ,0,5,0,0,4,4,1,critical
SC-0869,Strategy F: Randomly Generated Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/youtubepartner; https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/user.organization.read; ,1,4,1,0,3,3,0,high
SC-0870,Strategy F: Randomly Generated Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/youtube.force-ssl; https://www.googleapis.com/auth/drive.readonly; ,1,4,1,0,3,3,1,critical
SC-0871,Strategy F: Randomly Generated Scope Combinations,"service: Admin, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/analytics; ,0,5,0,1,3,3,0,critical
SC-0872,Strategy F: Randomly Generated Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/chat.spaces; openid; ,0,4,0,0,3,3,0,high
SC-0873,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: full_access, google_classification: restricted; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive.metadata.readonly; https://www.googleapis.com/auth/contacts.other.readonly; https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/contacts; https://www.googleapis.com/auth/analytics.edit; ,0,4,0,1,5,4,1,critical
SC-0874,Strategy F: Randomly Generated Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Drive, access_type: full_access, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/fitness.sleep.read; https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/spreadsheets; ,1,4,1,0,4,4,1,critical
SC-0875,Strategy F: Randomly Generated Scope Combinations,"service: Admin, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/drive.file; profile; ,0,5,0,1,4,4,0,critical
SC-0876,Strategy F: Randomly Generated Scope Combinations,"service: Classroom, access_type: read, google_classification: sensitive; service: Admin, access_type: write, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/admin.directory.user.security; https://www.googleapis.com/auth/analytics.readonly; ,1,5,1,0,3,3,0,critical
